,output_testInput,output_MR,MR_checker
34296,32,96,Not-violated
34297,-24,-72,Violated
34298,-47,-141,Violated
34299,13,39,Violated
34300,42,126,Not-violated
34301,-35,-105,Violated
34302,-24,-72,Violated
34303,-4,-12,Violated
34304,4,12,Not-violated
34305,12,36,Violated
34306,20,60,Not-violated
34307,-14,-42,Violated
34308,-10,-30,Violated
34309,-18,-54,Not-violated
34310,28,84,Violated
34311,50,150,Not-violated
34312,-4,-12,Violated
34313,43,129,Not-violated
34314,5,15,Not-violated
34315,46,138,Not-violated
34316,17,51,Not-violated
34317,-3,-9,Violated
34318,30,90,Not-violated
34319,-55,-165,Violated
34320,-3,-9,Not-violated
34321,-42,-126,Violated
34322,-5,-15,Not-violated
34323,17,51,Not-violated
34324,-13,-39,Not-violated
34325,-23,-69,Violated
34326,14,42,Violated
34327,33,99,Violated
34328,44,132,Violated
34329,-19,-57,Violated
34330,11,33,Not-violated
34331,-12,-36,Violated
34332,-2,-6,Violated
34333,-37,-111,Violated
34334,17,51,Violated
34335,9,27,Violated
34336,-83,-249,Not-violated
34337,-20,-60,Not-violated
34338,-44,-132,Violated
34339,-25,-75,Not-violated
34340,-51,-153,Violated
34341,14,42,Violated
34342,0,0,Violated
34343,0,0,Violated
34344,-10,-30,Violated
34345,-16,-48,Not-violated
34346,68,204,Not-violated
34347,4,12,Not-violated
34348,-27,-81,Violated
34349,8,24,Not-violated
34350,-20,-60,Violated
34351,10,30,Not-violated
34352,-34,-102,Not-violated
34353,14,42,Not-violated
34354,-7,-21,Not-violated
34355,-38,-114,Violated
34356,-38,-114,Violated
34357,6,18,Violated
34358,-20,-60,Violated
34359,14,42,Not-violated
34360,17,51,Not-violated
34361,-54,-162,Violated
34362,-47,-141,Not-violated
34363,-21,-63,Violated
34364,18,54,Violated
34365,-4,-12,Violated
34366,52,156,Violated
34367,-56,-168,Violated
34368,-25,-75,Violated
34369,25,75,Not-violated
34370,22,66,Not-violated
34371,0,0,Not-violated
34372,4,12,Violated
34373,-11,-33,Not-violated
34374,-42,-126,Violated
34375,-53,-159,Not-violated
34376,34,102,Not-violated
34377,-24,-72,Violated
34378,5,15,Not-violated
34379,21,63,Violated
34380,-27,-81,Violated
34381,-4,-12,Not-violated
34382,-9,-27,Violated
34383,0,0,Violated
34384,12,36,Not-violated
34385,-15,-45,Violated
34386,-4,-12,Violated
34387,-15,-45,Violated
34388,-40,-120,Violated
34389,-29,-87,Violated
34390,3,9,Not-violated
34391,-106,-318,Violated
34392,29,87,Not-violated
34393,-16,-48,Not-violated
34394,-48,-144,Violated
34395,31,93,Not-violated
34396,15,45,Not-violated
34397,43,129,Violated
34398,-52,-156,Violated
34399,-56,-168,Violated
34400,-31,-93,Violated
34401,19,57,Not-violated
34402,9,27,Not-violated
34403,-70,-210,Violated
34404,-41,-123,Violated
34405,-13,-39,Violated
34406,-39,-117,Violated
34407,3,9,Not-violated
34408,53,159,Not-violated
34409,24,72,Violated
34410,14,42,Violated
34411,-67,-201,Violated
34412,-12,-36,Violated
34413,-24,-72,Not-violated
34414,-10,-30,Violated
34415,-19,-57,Violated
34416,-19,-57,Violated
34417,-15,-45,Violated
34418,-7,-21,Not-violated
34419,15,45,Not-violated
34420,-5,-15,Not-violated
34421,-46,-138,Violated
34422,16,48,Not-violated
34423,-33,-99,Not-violated
34424,58,174,Violated
34425,-1,-3,Violated
34426,18,54,Not-violated
34427,5,15,Violated
34428,-16,-48,Violated
34429,-1,-3,Violated
34430,-12,-36,Violated
34431,-74,-222,Not-violated
34432,-13,-39,Not-violated
34433,3,9,Violated
34434,-3,-9,Not-violated
34435,37,111,Violated
34436,26,78,Not-violated
34437,-40,-120,Not-violated
34438,-29,-87,Not-violated
34439,-24,-72,Not-violated
34440,-4,-12,Not-violated
34441,-50,-150,Violated
34442,3,9,Violated
34443,-4,-12,Violated
34444,57,171,Violated
34445,-28,-84,Not-violated
34446,-31,-93,Violated
34447,38,114,Not-violated
34448,47,141,Violated
34449,39,117,Not-violated
34450,-37,-111,Violated
34451,-26,-78,Not-violated
34452,8,24,Not-violated
34453,-15,-45,Violated
34454,38,114,Violated
34455,-13,-39,Not-violated
34456,16,48,Not-violated
34457,-33,-99,Violated
34458,-5,-15,Not-violated
34459,5,15,Not-violated
34460,-27,-81,Not-violated
34461,1,3,Violated
34462,56,168,Not-violated
34463,23,69,Not-violated
34464,10,30,Not-violated
34465,-49,-147,Violated
34466,6,18,Violated
34467,-37,-111,Violated
34468,1,3,Not-violated
34469,58,174,Not-violated
34470,-7,-21,Not-violated
34471,14,42,Not-violated
34472,-19,-57,Not-violated
34473,-22,-66,Violated
34474,-32,-96,Violated
34475,1,3,Violated
34476,-57,-171,Violated
34477,-78,-234,Violated
34478,-19,-57,Violated
34479,0,0,Not-violated
34480,1,3,Not-violated
34481,0,0,Violated
34482,-12,-36,Not-violated
34483,-50,-150,Violated
34484,-31,-93,Not-violated
34485,-23,-69,Not-violated
34486,-54,-162,Violated
34487,20,60,Not-violated
34488,27,81,Violated
34489,-12,-36,Not-violated
34490,19,57,Violated
34491,-29,-87,Violated
34492,-20,-60,Violated
34493,40,120,Not-violated
34494,6,18,Not-violated
34495,16,48,Not-violated
34496,4,12,Violated
34497,62,186,Not-violated
34498,-29,-87,Violated
34499,1,3,Violated
34500,-11,-33,Not-violated
34501,-75,-225,Violated
34502,2,6,Not-violated
34503,60,180,Not-violated
34504,-13,-39,Violated
34505,21,63,Not-violated
34506,-22,-66,Violated
34507,-24,-72,Violated
34508,-14,-42,Violated
34509,32,96,Violated
34510,0,0,Violated
34511,32,96,Not-violated
34512,-15,-45,Violated
34513,1,3,Violated
34514,-7,-21,Violated
34515,-6,-18,Violated
34516,-45,-135,Violated
34517,34,102,Not-violated
34518,-35,-105,Violated
34519,-12,-36,Not-violated
34520,3,9,Not-violated
34521,1,3,Violated
34522,-51,-153,Violated
34523,17,51,Not-violated
34524,8,24,Not-violated
34525,-18,-54,Violated
34526,73,219,Not-violated
34527,-21,-63,Not-violated
34528,-15,-45,Violated
34529,6,18,Not-violated
34530,13,39,Not-violated
34531,38,114,Violated
34532,10,30,Not-violated
34533,-36,-108,Violated
34534,28,84,Not-violated
34535,-47,-141,Violated
34536,40,120,Not-violated
34537,-16,-48,Violated
34538,-74,-222,Violated
34539,-16,-48,Not-violated
34540,-17,-51,Not-violated
34541,9,27,Not-violated
34542,0,0,Not-violated
34543,-4,-12,Not-violated
34544,36,108,Not-violated
34545,59,177,Not-violated
34546,23,69,Not-violated
34547,-32,-96,Violated
34548,37,111,Not-violated
34549,33,99,Not-violated
34550,-10,-30,Not-violated
34551,49,147,Not-violated
34552,34,102,Violated
34553,-11,-33,Violated
34554,-24,-72,Not-violated
34555,-8,-24,Not-violated
34556,12,36,Not-violated
34557,-6,-18,Violated
34558,34,102,Not-violated
34559,53,159,Not-violated
34560,5,15,Violated
34561,-30,-90,Violated
34562,-2,-6,Violated
34563,-2,-6,Not-violated
34564,-13,-39,Violated
34565,-29,-87,Violated
34566,44,132,Not-violated
34567,28,84,Not-violated
34568,9,27,Violated
34569,-39,-117,Violated
34570,-12,-36,Violated
34571,71,213,Not-violated
34572,-1,-3,Violated
34573,32,96,Not-violated
34574,64,192,Violated
34575,-63,-189,Violated
34576,-28,-84,Violated
34577,9,27,Not-violated
34578,-6,-18,Not-violated
34579,-53,-159,Violated
34580,-10,-30,Violated
34581,-18,-54,Violated
34582,-23,-69,Not-violated
34583,-12,-36,Violated
34584,-16,-48,Not-violated
34585,21,63,Not-violated
34586,31,93,Not-violated
34587,-8,-24,Violated
34588,-29,-87,Violated
34589,10,30,Not-violated
34590,-39,-117,Violated
34591,12,36,Not-violated
34592,48,144,Not-violated
34593,27,81,Violated
34594,7,21,Not-violated
34595,-46,-138,Violated
34596,-36,-108,Violated
34597,-19,-57,Violated
34598,29,87,Not-violated
34599,-26,-78,Not-violated
34600,-59,-177,Not-violated
34601,-17,-51,Violated
34602,-10,-30,Not-violated
34603,20,60,Violated
34604,-35,-105,Violated
34605,-50,-150,Violated
34606,-19,-57,Not-violated
34607,-11,-33,Not-violated
34608,-31,-93,Violated
34609,-45,-135,Violated
34610,-36,-108,Violated
34611,-27,-81,Not-violated
34612,-46,-138,Not-violated
34613,38,114,Violated
34614,19,57,Violated
34615,-40,-120,Violated
34616,-55,-165,Violated
34617,-15,-45,Violated
34618,30,90,Violated
34619,2,6,Violated
34620,-24,-72,Violated
34621,-7,-21,Violated
34622,-43,-129,Violated
34623,-24,-72,Violated
34624,-5,-15,Not-violated
34625,68,204,Not-violated
34626,-11,-33,Violated
34627,16,48,Not-violated
34628,-20,-60,Violated
34629,-30,-90,Violated
34630,-19,-57,Not-violated
34631,12,36,Violated
34632,-42,-126,Violated
34633,34,102,Not-violated
34634,5,15,Violated
34635,21,63,Not-violated
34636,-2,-6,Not-violated
34637,29,87,Not-violated
34638,-3,-9,Violated
34639,-37,-111,Not-violated
34640,-77,-231,Violated
34641,-20,-60,Violated
34642,-55,-165,Violated
34643,-40,-120,Not-violated
34644,23,69,Not-violated
34645,3,9,Not-violated
34646,-18,-54,Not-violated
34647,9,27,Not-violated
34648,-25,-75,Violated
34649,-24,-72,Not-violated
34650,49,147,Not-violated
34651,-11,-33,Not-violated
34652,33,99,Not-violated
34653,31,93,Not-violated
34654,-61,-183,Violated
34655,-60,-180,Not-violated
34656,-9,-27,Not-violated
34657,39,117,Not-violated
34658,-17,-51,Not-violated
34659,-2,-6,Not-violated
34660,-84,-252,Violated
34661,-5,-15,Violated
34662,40,120,Not-violated
34663,-10,-30,Violated
34664,-30,-90,Violated
34665,10,30,Not-violated
34666,10,30,Violated
34667,32,96,Violated
34668,-1,-3,Violated
34669,4,12,Not-violated
34670,6,18,Not-violated
34671,-2,-6,Violated
34672,-27,-81,Violated
34673,-36,-108,Not-violated
34674,1,3,Not-violated
34675,-24,-72,Violated
34676,-62,-186,Not-violated
34677,-62,-186,Violated
34678,-26,-78,Violated
34679,-37,-111,Violated
34680,-17,-51,Violated
34681,0,0,Not-violated
34682,-89,-267,Violated
34683,-7,-21,Violated
34684,39,117,Not-violated
34685,-17,-51,Violated
34686,34,102,Not-violated
34687,10,30,Violated
34688,18,54,Violated
34689,0,0,Violated
34690,19,57,Violated
34691,-15,-45,Not-violated
34692,46,138,Violated
34693,-33,-99,Violated
34694,-26,-78,Not-violated
34695,-10,-30,Not-violated
34696,-6,-18,Violated
34697,-1,-3,Violated
34698,16,48,Not-violated
34699,-59,-177,Violated
34700,-7,-21,Violated
34701,1,3,Violated
34702,45,135,Not-violated
34703,-35,-105,Violated
34704,18,54,Not-violated
34705,7,21,Violated
34706,4,12,Not-violated
34707,4,12,Violated
34708,10,30,Violated
34709,17,51,Not-violated
34710,46,138,Not-violated
34711,58,174,Violated
34712,10,30,Violated
34713,-47,-141,Violated
34714,16,48,Not-violated
34715,-26,-78,Violated
34716,-16,-48,Not-violated
34717,-34,-102,Not-violated
34718,-19,-57,Violated
34719,11,33,Violated
34720,-7,-21,Not-violated
34721,39,117,Not-violated
34722,15,45,Violated
34723,1,3,Not-violated
34724,-12,-36,Not-violated
34725,-44,-132,Not-violated
34726,-19,-57,Violated
34727,-4,-12,Not-violated
34728,-37,-111,Violated
34729,-86,-258,Not-violated
34730,-33,-99,Violated
34731,-4,-12,Violated
34732,-36,-108,Violated
34733,-27,-81,Not-violated
34734,14,42,Violated
34735,-17,-51,Violated
34736,-17,-51,Not-violated
34737,-29,-87,Violated
34738,-86,-258,Violated
34739,18,54,Not-violated
34740,36,108,Violated
34741,-28,-84,Not-violated
34742,-38,-114,Violated
34743,-48,-144,Violated
34744,24,72,Not-violated
34745,6,18,Not-violated
34746,47,141,Not-violated
34747,73,219,Not-violated
34748,-14,-42,Violated
34749,1,3,Not-violated
34750,-21,-63,Violated
34751,-21,-63,Violated
34752,-12,-36,Not-violated
34753,-72,-216,Not-violated
34754,-12,-36,Violated
34755,4,12,Violated
34756,-4,-12,Violated
34757,44,132,Not-violated
34758,-3,-9,Violated
34759,-20,-60,Not-violated
34760,-4,-12,Violated
34761,-12,-36,Not-violated
34762,15,45,Violated
34763,-17,-51,Not-violated
34764,14,42,Not-violated
34765,26,78,Violated
34766,-5,-15,Violated
34767,96,288,Not-violated
34768,-41,-123,Violated
34769,23,69,Not-violated
34770,34,102,Not-violated
34771,3,9,Violated
34772,37,111,Violated
34773,-12,-36,Not-violated
34774,-8,-24,Violated
34775,-62,-186,Violated
34776,-59,-177,Violated
34777,31,93,Not-violated
34778,-18,-54,Not-violated
34779,28,84,Not-violated
34780,9,27,Not-violated
34781,-2,-6,Violated
34782,-42,-126,Violated
34783,19,57,Not-violated
34784,-34,-102,Violated
34785,13,39,Violated
34786,9,27,Not-violated
34787,13,39,Violated
34788,-43,-129,Violated
34789,-46,-138,Violated
34790,66,198,Not-violated
34791,-14,-42,Not-violated
34792,-25,-75,Violated
34793,9,27,Not-violated
34794,45,135,Not-violated
34795,30,90,Violated
34796,-8,-24,Violated
34797,30,90,Violated
34798,49,147,Not-violated
34799,-16,-48,Violated
34800,8,24,Violated
34801,-8,-24,Violated
34802,36,108,Not-violated
34803,4,12,Violated
34804,35,105,Not-violated
34805,85,255,Not-violated
34806,9,27,Violated
34807,28,84,Not-violated
34808,-5,-15,Violated
34809,18,54,Not-violated
34810,4,12,Not-violated
34811,-1,-3,Not-violated
34812,19,57,Not-violated
34813,42,126,Violated
34814,6,18,Not-violated
34815,-43,-129,Violated
34816,-23,-69,Violated
34817,16,48,Not-violated
34818,86,258,Not-violated
34819,-4,-12,Not-violated
34820,-2,-6,Violated
34821,-70,-210,Violated
34822,-16,-48,Violated
34823,-9,-27,Violated
34824,23,69,Not-violated
34825,7,21,Violated
34826,-28,-84,Not-violated
34827,61,183,Not-violated
34828,52,156,Not-violated
34829,-7,-21,Violated
34830,-19,-57,Not-violated
34831,23,69,Not-violated
34832,-14,-42,Violated
34833,-10,-30,Not-violated
34834,11,33,Not-violated
34835,-45,-135,Not-violated
34836,36,108,Not-violated
34837,30,90,Not-violated
34838,-59,-177,Violated
34839,-25,-75,Not-violated
34840,-51,-153,Not-violated
34841,53,159,Not-violated
34842,66,198,Violated
34843,19,57,Violated
34844,-35,-105,Not-violated
34845,3,9,Violated
34846,35,105,Not-violated
34847,-39,-117,Violated
34848,-3,-9,Violated
34849,2,6,Not-violated
34850,0,0,Not-violated
34851,-28,-84,Not-violated
34852,35,105,Not-violated
34853,-7,-21,Not-violated
34854,31,93,Violated
34855,11,33,Not-violated
34856,-13,-39,Not-violated
34857,9,27,Violated
34858,12,36,Not-violated
34859,-19,-57,Violated
34860,52,156,Not-violated
34861,21,63,Violated
34862,-26,-78,Violated
34863,-34,-102,Not-violated
34864,-11,-33,Violated
34865,-46,-138,Not-violated
34866,18,54,Violated
34867,-23,-69,Not-violated
34868,-3,-9,Not-violated
34869,-28,-84,Not-violated
34870,-26,-78,Not-violated
34871,42,126,Not-violated
34872,-18,-54,Not-violated
34873,-92,-276,Violated
34874,-43,-129,Violated
34875,-35,-105,Not-violated
34876,29,87,Violated
34877,-19,-57,Violated
34878,16,48,Not-violated
34879,-3,-9,Violated
34880,-3,-9,Not-violated
34881,-21,-63,Violated
34882,73,219,Not-violated
34883,41,123,Not-violated
34884,-44,-132,Not-violated
34885,-25,-75,Violated
34886,-11,-33,Not-violated
34887,-6,-18,Not-violated
34888,22,66,Violated
34889,40,120,Not-violated
34890,28,84,Violated
34891,-22,-66,Not-violated
34892,8,24,Not-violated
34893,-14,-42,Not-violated
34894,65,195,Not-violated
34895,-29,-87,Violated
34896,-21,-63,Not-violated
34897,4,12,Not-violated
34898,-36,-108,Violated
34899,-25,-75,Violated
34900,22,66,Not-violated
34901,13,39,Violated
34902,-88,-264,Violated
34903,72,216,Violated
34904,3,9,Not-violated
34905,-11,-33,Not-violated
34906,-4,-12,Not-violated
34907,-17,-51,Not-violated
34908,-14,-42,Violated
34909,-26,-78,Violated
34910,-25,-75,Not-violated
34911,56,168,Not-violated
34912,-44,-132,Violated
34913,-52,-156,Violated
34914,-2,-6,Not-violated
34915,-15,-45,Violated
34916,21,63,Violated
34917,61,183,Not-violated
34918,-45,-135,Violated
34919,-39,-117,Not-violated
34920,-18,-54,Violated
34921,-24,-72,Not-violated
34922,14,42,Not-violated
34923,-12,-36,Violated
34924,25,75,Not-violated
34925,-31,-93,Not-violated
34926,-21,-63,Violated
34927,15,45,Not-violated
34928,62,186,Not-violated
34929,-27,-81,Violated
34930,-16,-48,Violated
34931,-34,-102,Violated
34932,-4,-12,Not-violated
34933,-33,-99,Violated
34934,5,15,Not-violated
34935,31,93,Not-violated
34936,-39,-117,Violated
34937,1,3,Not-violated
34938,14,42,Violated
34939,24,72,Not-violated
34940,45,135,Not-violated
34941,-10,-30,Not-violated
34942,0,0,Not-violated
34943,-21,-63,Not-violated
34944,24,72,Not-violated
34945,-46,-138,Not-violated
34946,-19,-57,Not-violated
34947,22,66,Violated
34948,0,0,Violated
34949,4,12,Not-violated
34950,-54,-162,Violated
34951,11,33,Violated
34952,-52,-156,Not-violated
34953,-19,-57,Violated
34954,10,30,Violated
34955,-6,-18,Not-violated
34956,-15,-45,Violated
34957,-22,-66,Not-violated
34958,67,201,Not-violated
34959,14,42,Not-violated
34960,2,6,Violated
34961,14,42,Not-violated
34962,8,24,Violated
34963,-44,-132,Not-violated
34964,-45,-135,Not-violated
34965,43,129,Violated
34966,-1,-3,Not-violated
34967,-8,-24,Not-violated
34968,-21,-63,Violated
34969,6,18,Violated
34970,-46,-138,Violated
34971,-33,-99,Violated
34972,-29,-87,Not-violated
34973,30,90,Not-violated
34974,-4,-12,Not-violated
34975,9,27,Not-violated
34976,-26,-78,Not-violated
34977,-51,-153,Not-violated
34978,-24,-72,Violated
34979,19,57,Not-violated
34980,34,102,Not-violated
34981,6,18,Violated
34982,15,45,Not-violated
34983,-23,-69,Not-violated
34984,14,42,Not-violated
34985,-17,-51,Violated
34986,-3,-9,Violated
34987,9,27,Violated
34988,33,99,Not-violated
34989,48,144,Not-violated
34990,-13,-39,Violated
34991,-6,-18,Violated
34992,-60,-180,Violated
34993,20,60,Violated
34994,-18,-54,Violated
34995,-59,-177,Violated
34996,-14,-42,Not-violated
34997,19,57,Violated
34998,11,33,Violated
34999,-19,-57,Violated
35000,-13,-39,Violated
35001,20,60,Not-violated
35002,23,69,Not-violated
35003,-28,-84,Not-violated
35004,15,45,Not-violated
35005,41,123,Violated
35006,50,150,Not-violated
35007,-16,-48,Not-violated
35008,42,126,Not-violated
35009,-4,-12,Violated
35010,7,21,Not-violated
35011,10,30,Not-violated
35012,-12,-36,Violated
35013,-34,-102,Violated
35014,-28,-84,Violated
35015,10,30,Not-violated
35016,-30,-90,Not-violated
35017,-18,-54,Not-violated
35018,6,18,Violated
35019,-8,-24,Violated
35020,-1,-3,Violated
35021,-8,-24,Violated
35022,13,39,Violated
35023,23,69,Not-violated
35024,-1,-3,Violated
35025,7,21,Violated
35026,1,3,Not-violated
35027,-18,-54,Not-violated
35028,40,120,Violated
35029,23,69,Not-violated
35030,-24,-72,Violated
35031,-8,-24,Violated
35032,29,87,Not-violated
35033,6,18,Not-violated
35034,-10,-30,Not-violated
35035,12,36,Violated
35036,-21,-63,Violated
35037,0,0,Not-violated
35038,24,72,Not-violated
35039,-24,-72,Not-violated
35040,-17,-51,Violated
35041,-36,-108,Not-violated
35042,-22,-66,Violated
35043,21,63,Not-violated
35044,-47,-141,Violated
35045,-23,-69,Not-violated
35046,11,33,Not-violated
35047,7,21,Violated
35048,25,75,Not-violated
35049,-38,-114,Not-violated
35050,-22,-66,Violated
35051,20,60,Not-violated
35052,22,66,Not-violated
35053,25,75,Violated
35054,-47,-141,Violated
35055,-33,-99,Not-violated
35056,8,24,Violated
35057,37,111,Not-violated
35058,-25,-75,Not-violated
35059,73,219,Not-violated
35060,-13,-39,Violated
35061,-23,-69,Violated
35062,23,69,Not-violated
35063,-48,-144,Violated
35064,-23,-69,Violated
35065,91,273,Not-violated
35066,25,75,Violated
35067,16,48,Not-violated
35068,-33,-99,Not-violated
35069,-8,-24,Not-violated
35070,-1,-3,Not-violated
35071,29,87,Violated
35072,-19,-57,Not-violated
35073,29,87,Not-violated
35074,39,117,Not-violated
35075,-26,-78,Not-violated
35076,-54,-162,Not-violated
35077,-34,-102,Violated
35078,36,108,Violated
35079,31,93,Violated
35080,19,57,Not-violated
35081,23,69,Not-violated
35082,-16,-48,Not-violated
35083,-3,-9,Not-violated
35084,2,6,Not-violated
35085,-3,-9,Not-violated
35086,28,84,Not-violated
35087,30,90,Violated
35088,-53,-159,Violated
35089,4,12,Violated
35090,-24,-72,Violated
35091,-22,-66,Not-violated
35092,-44,-132,Violated
35093,-16,-48,Not-violated
35094,-6,-18,Not-violated
